invoice_no,customer_id,gender,age,category,quantity,total_price,payment_method,Order Date,Month,Year,shopping_mall
I282789,C172185,Female,67,Cosmetics,2,81.32,Cash,13-Jun-22,June,2022,Istinye Park
I676291,C150463,Female,50,Food & Beverage,2,10.46,Cash,10-Jun-20,June,2020,Metropol AVM
I827069,C274529,Female,58,Toys,5,179.2,Cash,18-Dec-20,December,2020,Mall of Istanbul
I242823,C242659,Female,50,Clothing,4,1200.32,Debit Card,31-Aug-19,August,2019,Metropol AVM
I208631,C194451,Female,68,Technology,2,2100,Credit Card,25-Feb-19,February,2019,Kanyon
I139308,C252600,Female,59,Souvenir,2,23.46,Credit Card,7-Feb-21,February,2021,Emaar Square Mall
I177201,C309645,Female,66,Clothing,5,1500.4,Cash,14-Jan-21,January,2021,Forum Istanbul
I263818,C336232,Male,69,Souvenir,4,46.92,Cash,24-Feb-19,February,2019,Zorlu Center
I174966,C325906,Male,27,Food & Beverage,5,26.15,Cash,23-Jun-19,June,2019,Mall of Istanbul
I186896,C138755,Female,52,Toys,1,35.84,Credit Card,9-May-20,May,2020,Zorlu Center
I207465,C296745,Female,27,Clothing,2,600.16,Cash,18-Jul-20,July,2020,Istinye Park
I191148,C221838,Female,43,Technology,2,2100,Credit Card,17-Oct-19,October,2019,Forum Istanbul
I159487,C104985,Male,36,Clothing,1,300.08,Cash,16-May-22,May,2022,Emaar Square Mall
I215141,C826514,Female,19,Souvenir,1,11.73,Cash,24-Mar-21,March,2021,Kanyon
I235828,C267333,Male,21,Books,5,75.75,Cash,3-Nov-19,November,2019,Metrocity
I281274,C130479,Male,20,Clothing,1,300.08,Cash,28-Oct-21,October,2021,Kanyon
I135898,C310108,Female,23,Toys,2,71.68,Debit Card,16-Dec-20,December,2020,Metropol AVM
I943072,C358486,Female,52,Cosmetics,2,81.32,Cash,29-Nov-21,November,2021,Metrocity
I142738,C208738,Male,24,Clothing,4,1200.32,Credit Card,20-Mar-21,March,2021,Kanyon
I304665,C111056,Female,20,Food & Beverage,5,26.15,Credit Card,8-Apr-22,April,2022,Metropol AVM
I133240,C999586,Male,58,Toys,3,107.52,Credit Card,14-Aug-20,August,2020,Zorlu Center
I215906,C296862,Male,21,Clothing,4,1200.32,Debit Card,12-May-19,May,2019,Mall of Istanbul
I247747,C101550,Male,35,Shoes,2,1200.34,Cash,3-Mar-21,March,2021,Istinye Park
I227154,C278142,Female,29,Cosmetics,3,121.98,Cash,11-Feb-20,February,2020,Kanyon
I133197,C330779,Male,68,Cosmetics,2,81.32,Credit Card,27-Apr-19,April,2019,Forum Istanbul
I542618,C282968,Female,50,Cosmetics,3,121.98,Debit Card,26-Mar-22,March,2022,Emaar Square Mall
I522612,C852668,Female,44,Toys,3,107.52,Cash,28-Sep-20,September,2020,Kanyon
I336817,C274936,Female,47,Clothing,1,300.08,Cash,24-Oct-19,October,2019,Cevahir AVM
I216982,C269751,Female,48,Souvenir,4,46.92,Cash,4-Aug-21,August,2021,Metrocity
I317443,C136051,Female,39,Toys,1,35.84,Credit Card,29-Dec-19,December,2019,Mall of Istanbul
I115679,C266462,Male,27,Clothing,1,300.08,Cash,27-Nov-19,November,2019,Kanyon
I227707,C329163,Female,34,Shoes,4,2400.68,Cash,29-Feb-20,February,2020,Viaport Outlet
I238456,C305398,Female,65,Food & Beverage,1,5.23,Cash,31-Jan-21,January,2021,Kanyon
I940840,C267961,Female,53,Cosmetics,2,81.32,Cash,17-Jun-22,June,2022,Istinye Park
I298805,C101248,Female,19,Food & Beverage,3,15.69,Credit Card,3-Feb-20,February,2020,Kanyon
I169894,C165812,Female,19,Clothing,2,600.16,Cash,25-Jan-22,January,2022,Istinye Park
I183571,C339518,Female,31,Food & Beverage,1,5.23,Credit Card,30-Apr-20,April,2020,Metrocity
I921232,C235057,Female,43,Toys,2,71.68,Cash,1-May-21,May,2021,Cevahir AVM
I130799,C103944,Male,42,Clothing,3,900.24,Credit Card,28-Oct-21,October,2021,Metrocity
I199384,C260889,Male,58,Books,4,60.6,Credit Card,29-Aug-21,August,2021,Kanyon
I300557,C207753,Female,34,Cosmetics,3,121.98,Debit Card,27-Dec-19,December,2019,Istinye Park
I162186,C204154,Female,32,Cosmetics,2,81.32,Debit Card,25-Jun-19,June,2019,Istinye Park
I299125,C290344,Male,27,Souvenir,4,46.92,Credit Card,2-Mar-19,March,2019,Kanyon
I720017,C730395,Female,28,Food & Beverage,2,10.46,Credit Card,2-Jan-22,January,2022,Kanyon
I293086,C312155,Male,55,Cosmetics,3,121.98,Credit Card,30-Jul-19,July,2019,Kanyon
I995407,C259743,Female,48,Souvenir,3,35.19,Cash,30-Jul-19,July,2019,Metropol AVM
I306845,C605200,Female,46,Food & Beverage,4,20.92,Credit Card,5-Dec-20,December,2020,Mall of Istanbul
I274190,C317850,Female,20,Toys,3,107.52,Cash,17-Dec-20,December,2020,Metropol AVM
I305432,C986860,Male,39,Toys,3,107.52,Credit Card,26-Jun-21,June,2021,Mall of Istanbul
I224122,C236428,Male,44,Clothing,5,1500.4,Credit Card,20-Jul-19,July,2019,Mall of Istanbul
I119142,C278588,Female,35,Cosmetics,5,203.3,Debit Card,14-Jul-22,July,2022,Cevahir AVM
I117526,C154184,Male,48,Cosmetics,5,203.3,Credit Card,14-Aug-20,August,2020,Emaar Square Mall
I195735,C287459,Female,22,Clothing,1,300.08,Credit Card,24-Apr-19,April,2019,Kanyon
I243930,C617884,Female,52,Technology,3,3150,Debit Card,4-Jun-19,June,2019,Istinye Park
I320007,C294024,Male,45,Clothing,5,1500.4,Debit Card,8-Aug-22,August,2022,Metrocity
I339004,C790567,Male,64,Clothing,4,1200.32,Credit Card,13-Nov-19,November,2019,Mall of Istanbul
I139437,C799447,Male,38,Souvenir,5,58.65,Credit Card,7-Jun-20,June,2020,Mall of Istanbul
I325491,C144628,Female,45,Shoes,2,1200.34,Cash,12-Aug-19,August,2019,Kanyon
I332582,C260810,Female,41,Souvenir,5,58.65,Cash,4-Sep-19,September,2019,Metropol AVM
I976566,C670524,Female,57,Cosmetics,1,40.66,Cash,4-Oct-19,October,2019,Forum Istanbul
I420592,C334281,Male,57,Food & Beverage,4,20.92,Debit Card,24-Feb-20,February,2020,Kanyon
I312499,C314173,Female,60,Books,1,15.15,Credit Card,26-Aug-21,August,2021,Mall of Istanbul
I304591,C122712,Female,44,Food & Beverage,2,10.46,Debit Card,3-Oct-21,October,2021,Kanyon
I122118,C276111,Male,38,Cosmetics,5,203.3,Cash,13-Jun-20,June,2020,Metrocity
I297539,C277924,Male,65,Food & Beverage,3,15.69,Credit Card,1-Mar-21,March,2021,Mall of Istanbul
I339496,C286466,Male,30,Clothing,1,300.08,Debit Card,4-Mar-19,March,2019,Metropol AVM
I160687,C327001,Female,50,Clothing,2,600.16,Debit Card,13-Oct-19,October,2019,Istinye Park
I153842,C509924,Female,19,Food & Beverage,3,15.69,Credit Card,13-Oct-19,October,2019,Forum Istanbul
I615452,C453635,Male,26,Shoes,1,600.17,Debit Card,15-Aug-19,August,2019,Metrocity
I908600,C259539,Female,54,Cosmetics,4,162.64,Credit Card,29-Nov-21,November,2021,Forum Istanbul
I708279,C729392,Female,63,Cosmetics,3,121.98,Credit Card,19-Jan-20,January,2020,Emaar Square Mall
I328691,C280085,Female,66,Clothing,2,600.16,Debit Card,28-May-21,May,2021,Metrocity
I423782,C767634,Female,48,Cosmetics,2,81.32,Debit Card,15-Jan-22,January,2022,Mall of Istanbul
I123315,C230018,Male,46,Clothing,2,600.16,Debit Card,4-Dec-19,December,2019,Zorlu Center
I182578,C238063,Male,54,Shoes,4,2400.68,Cash,1-Jul-22,July,2022,Kanyon
I403818,C308584,Male,62,Books,5,75.75,Cash,7-May-19,May,2019,Viaport Outlet
I508712,C216619,Female,64,Toys,3,107.52,Credit Card,23-Aug-20,August,2020,Mall of Istanbul
I959992,C241523,Male,55,Food & Beverage,3,15.69,Cash,2-Jun-20,June,2020,Metrocity
I279688,C209761,Female,20,Clothing,1,300.08,Credit Card,30-Jan-20,January,2020,Cevahir AVM
I300847,C329153,Male,41,Toys,5,179.2,Credit Card,15-Feb-20,February,2020,Istinye Park
I170966,C126702,Male,54,Food & Beverage,5,26.15,Credit Card,11-Jun-21,June,2021,Istinye Park
I230221,C287787,Male,34,Clothing,1,300.08,Cash,11-Mar-22,March,2022,Metropol AVM
I317354,C142943,Female,31,Clothing,1,300.08,Cash,9-Sep-21,September,2021,Metropol AVM
I155404,C100484,Male,48,Toys,4,143.36,Cash,14-May-19,May,2019,Metrocity
I151181,C260213,Female,44,Clothing,2,600.16,Debit Card,8-Apr-19,April,2019,Emaar Square Mall
I144046,C210589,Female,42,Shoes,1,600.17,Credit Card,15-Aug-20,August,2020,Kanyon
I959386,C885556,Male,25,Shoes,1,600.17,Credit Card,15-Aug-20,August,2020,Mall of Istanbul
I737965,C944366,Male,64,Clothing,5,1500.4,Cash,5-May-22,May,2022,Kanyon
I194017,C462011,Female,67,Technology,5,5250,Cash,27-Mar-21,March,2021,Kanyon
I252777,C262366,Female,55,Clothing,2,600.16,Cash,27-Apr-19,April,2019,Zorlu Center
I254142,C212400,Female,62,Shoes,3,1800.51,Credit Card,25-Sep-21,September,2021,Emaar Square Mall
I120850,C204307,Female,54,Clothing,2,600.16,Credit Card,13-Feb-20,February,2020,Metrocity
I220285,C162871,Female,43,Food & Beverage,4,20.92,Credit Card,16-Jul-21,July,2021,Kanyon
I180980,C119825,Female,30,Clothing,2,600.16,Cash,11-May-22,May,2022,Forum Istanbul
I301451,C260171,Female,58,Cosmetics,5,203.3,Debit Card,4-Feb-19,February,2019,Kanyon
I125700,C244973,Male,49,Shoes,5,3000.85,Credit Card,5-Feb-19,February,2019,Forum Istanbul
I533062,C208765,Female,49,Clothing,3,900.24,Cash,24-May-22,May,2022,Mall of Istanbul
I998874,C321053,Female,19,Clothing,5,1500.4,Debit Card,4-Oct-20,October,2020,Mall of Istanbul
I325619,C183356,Female,58,Food & Beverage,1,5.23,Debit Card,30-Jun-22,June,2022,Kanyon
I200646,C155763,Female,49,Food & Beverage,2,10.46,Credit Card,21-Oct-20,October,2020,Kanyon
I337094,C567509,Female,50,Technology,1,1050,Cash,16-Oct-20,October,2020,Zorlu Center
I436935,C486241,Female,21,Cosmetics,4,162.64,Cash,23-Sep-20,September,2020,Istinye Park
I585560,C306892,Male,21,Shoes,2,1200.34,Cash,8-Mar-19,March,2019,Mall of Istanbul
I191967,C266819,Male,63,Cosmetics,5,203.3,Credit Card,30-Jun-21,June,2021,Kanyon
I304567,C317897,Male,30,Souvenir,2,23.46,Credit Card,13-Aug-19,August,2019,Forum Istanbul
I232809,C545424,Male,66,Shoes,5,3000.85,Credit Card,22-Feb-21,February,2021,Metrocity
I157441,C224223,Female,23,Food & Beverage,4,20.92,Cash,26-Mar-22,March,2022,Mall of Istanbul
I591015,C286181,Female,69,Clothing,1,300.08,Cash,10-Jan-20,January,2020,Metrocity
I219334,C144371,Female,45,Shoes,4,2400.68,Credit Card,1-May-19,May,2019,Kanyon
I162719,C402433,Male,53,Clothing,5,1500.4,Credit Card,9-Feb-20,February,2020,Emaar Square Mall
I237375,C297425,Female,50,Books,1,15.15,Cash,29-Dec-21,December,2021,Istinye Park
I289611,C222906,Female,45,Clothing,3,900.24,Debit Card,9-Sep-20,September,2020,Cevahir AVM
I217650,C236397,Female,47,Food & Beverage,3,15.69,Debit Card,16-Sep-21,September,2021,Forum Istanbul
I214129,C309079,Female,36,Clothing,1,300.08,Debit Card,26-Oct-20,October,2020,Metrocity
I300799,C116633,Female,61,Food & Beverage,3,15.69,Cash,12-Mar-19,March,2019,Metropol AVM
I163771,C259606,Female,46,Toys,4,143.36,Credit Card,18-Feb-21,February,2021,Mall of Istanbul
I252528,C333065,Male,47,Technology,5,5250,Debit Card,29-Oct-20,October,2020,Cevahir AVM
I147387,C211494,Female,38,Clothing,5,1500.4,Cash,6-Sep-21,September,2021,Mall of Istanbul
I186255,C302831,Female,41,Clothing,1,300.08,Credit Card,6-Sep-21,September,2021,Kanyon
I308341,C282397,Male,29,Clothing,4,1200.32,Cash,9-Sep-20,September,2020,Istinye Park
I177664,C233697,Female,58,Cosmetics,3,121.98,Credit Card,26-Sep-21,September,2021,Kanyon
I278519,C129976,Male,69,Technology,3,3150,Debit Card,5-Nov-20,November,2020,Cevahir AVM
I160636,C812053,Female,53,Cosmetics,4,162.64,Cash,12-Sep-19,September,2019,Metropol AVM
I306136,C324783,Male,26,Food & Beverage,1,5.23,Cash,31-Jul-19,July,2019,Metrocity
I240224,C281502,Male,53,Food & Beverage,1,5.23,Cash,15-Mar-19,March,2019,Mall of Istanbul
I227030,C433234,Female,63,Clothing,4,1200.32,Credit Card,16-May-21,May,2021,Istinye Park
I258204,C167183,Female,54,Clothing,1,300.08,Credit Card,6-May-19,May,2019,Emaar Square Mall
I231070,C311195,Female,54,Clothing,5,1500.4,Debit Card,6-Feb-19,February,2019,Forum Istanbul
I434983,C107399,Male,45,Souvenir,2,23.46,Credit Card,9-Apr-21,April,2021,Istinye Park
I326925,C992967,Female,62,Toys,4,143.36,Credit Card,20-May-20,May,2020,Kanyon
I183840,C246719,Female,18,Clothing,1,300.08,Credit Card,2-Dec-20,December,2020,Viaport Outlet
I533184,C220859,Female,44,Shoes,5,3000.85,Credit Card,8-Aug-21,August,2021,Zorlu Center
I735039,C285422,Male,50,Clothing,1,300.08,Cash,3-Feb-22,February,2022,Metropol AVM
I319997,C217049,Male,31,Clothing,5,1500.4,Credit Card,8-Apr-22,April,2022,Istinye Park
I228150,C141094,Male,62,Clothing,5,1500.4,Cash,7-Jan-21,January,2021,Zorlu Center
I215373,C310628,Female,20,Clothing,5,1500.4,Debit Card,2-Sep-21,September,2021,Kanyon
I275695,C297711,Female,65,Books,5,75.75,Cash,4-Nov-21,November,2021,Mall of Istanbul
I107255,C211354,Female,63,Souvenir,1,11.73,Cash,2-Aug-21,August,2021,Metrocity
I301538,C281864,Female,57,Food & Beverage,4,20.92,Cash,27-Jan-20,January,2020,Mall of Istanbul
I119469,C234177,Female,59,Clothing,1,300.08,Debit Card,3-Dec-19,December,2019,Metropol AVM
I678313,C335822,Female,44,Clothing,4,1200.32,Debit Card,6-Aug-19,August,2019,Zorlu Center
I264491,C107261,Female,63,Cosmetics,5,203.3,Credit Card,11-Mar-20,March,2020,Metropol AVM
I177957,C653357,Male,65,Clothing,4,1200.32,Cash,18-Sep-21,September,2021,Cevahir AVM
I188384,C327084,Female,68,Clothing,1,300.08,Cash,7-Nov-20,November,2020,Istinye Park
I527111,C218706,Female,21,Food & Beverage,2,10.46,Debit Card,27-Jun-22,June,2022,Metropol AVM
I152252,C321931,Female,33,Books,5,75.75,Credit Card,5-Feb-20,February,2020,Mall of Istanbul
I131076,C403983,Female,23,Souvenir,2,23.46,Cash,5-Feb-20,February,2020,Metrocity
I151031,C137912,Female,49,Souvenir,5,58.65,Cash,7-Feb-20,February,2020,Mall of Istanbul
I638444,C229733,Male,57,Shoes,2,1200.34,Credit Card,18-Dec-20,December,2020,Metropol AVM
I884439,C304835,Female,54,Toys,4,143.36,Credit Card,23-Aug-21,August,2021,Kanyon
I381853,C124933,Female,41,Cosmetics,3,121.98,Credit Card,20-Aug-21,August,2021,Emaar Square Mall
I104404,C111115,Female,21,Shoes,3,1800.51,Cash,1-Apr-19,April,2019,Kanyon
I926542,C248988,Female,45,Toys,1,35.84,Debit Card,28-Jan-21,January,2021,Kanyon
I263473,C162574,Female,58,Shoes,3,1800.51,Credit Card,21-Oct-19,October,2019,Kanyon
I177317,C331880,Male,53,Food & Beverage,4,20.92,Cash,20-Jun-21,June,2021,Mall of Istanbul
I941223,C291911,Female,53,Clothing,5,1500.4,Credit Card,4-Nov-21,November,2021,Emaar Square Mall
I323436,C153958,Male,39,Food & Beverage,5,26.15,Debit Card,5-Apr-21,April,2021,Kanyon
I245250,C125209,Female,21,Shoes,1,600.17,Cash,9-Dec-19,December,2019,Mall of Istanbul
I589196,C320640,Female,51,Toys,1,35.84,Credit Card,2-Jan-22,January,2022,Mall of Istanbul
I241028,C803666,Male,50,Clothing,2,600.16,Debit Card,8-Dec-19,December,2019,Emaar Square Mall
I846943,C134691,Female,50,Cosmetics,4,162.64,Cash,28-Nov-21,November,2021,Mall of Istanbul
I131492,C729802,Male,61,Food & Beverage,3,15.69,Cash,11-Mar-22,March,2022,Kanyon
I252340,C252250,Male,44,Food & Beverage,5,26.15,Credit Card,17-Jan-21,January,2021,Mall of Istanbul
I571614,C208545,Female,31,Souvenir,4,46.92,Debit Card,18-Jan-19,January,2019,Istinye Park
I269945,C310975,Male,64,Food & Beverage,1,5.23,Credit Card,7-Apr-19,April,2019,Kanyon
I293115,C109758,Male,50,Clothing,2,600.16,Credit Card,3-Feb-21,February,2021,Viaport Outlet
I180632,C214463,Male,45,Clothing,1,300.08,Credit Card,18-Apr-19,April,2019,Istinye Park
I946433,C387164,Female,29,Technology,4,4200,Debit Card,7-Jul-21,July,2021,Kanyon
I557864,C135196,Female,33,Clothing,1,300.08,Cash,23-Feb-21,February,2021,Mall of Istanbul
I721903,C284031,Male,29,Food & Beverage,2,10.46,Cash,10-Aug-21,August,2021,Mall of Istanbul
I995914,C259260,Male,65,Technology,3,3150,Credit Card,15-Nov-19,November,2019,Metrocity
I423124,C109593,Female,66,Clothing,1,300.08,Cash,17-Dec-19,December,2019,Metrocity
I318626,C270238,Male,54,Cosmetics,3,121.98,Credit Card,18-Mar-20,March,2020,Istinye Park
I284431,C308978,Male,44,Technology,4,4200,Credit Card,6-Jun-22,June,2022,Metropol AVM
I334469,C221607,Male,46,Toys,5,179.2,Cash,20-May-21,May,2021,Kanyon
I568785,C115148,Male,37,Food & Beverage,5,26.15,Cash,11-Jan-21,January,2021,Metropol AVM
I307376,C253248,Female,22,Food & Beverage,5,26.15,Credit Card,22-Feb-19,February,2019,Metrocity
I136509,C290760,Female,55,Cosmetics,4,162.64,Cash,24-Nov-21,November,2021,Mall of Istanbul
I194798,C258089,Male,41,Technology,2,2100,Cash,18-Jan-22,January,2022,Mall of Istanbul
I236520,C222102,Male,42,Toys,3,107.52,Credit Card,13-Aug-21,August,2021,Viaport Outlet
I295482,C209440,Male,24,Shoes,3,1800.51,Credit Card,11-Jan-20,January,2020,Zorlu Center
I472275,C203263,Female,43,Cosmetics,4,162.64,Cash,5-Jul-20,July,2020,Metrocity
I301404,C232103,Male,40,Clothing,3,900.24,Credit Card,25-Jul-19,July,2019,Cevahir AVM
I100487,C213360,Female,22,Cosmetics,4,162.64,Cash,26-May-22,May,2022,Kanyon
I206026,C225105,Female,27,Books,1,15.15,Cash,10-Jan-20,January,2020,Forum Istanbul
I332620,C158124,Female,68,Cosmetics,2,81.32,Credit Card,17-May-19,May,2019,Mall of Istanbul
I434161,C246484,Female,48,Clothing,2,600.16,Credit Card,24-Jul-20,July,2020,Metropol AVM
I166306,C197019,Female,56,Clothing,3,900.24,Cash,20-Oct-20,October,2020,Viaport Outlet
I207389,C947114,Male,25,Clothing,3,900.24,Debit Card,22-Sep-19,September,2019,Kanyon
I237018,C115431,Male,30,Food & Beverage,4,20.92,Cash,7-Jun-20,June,2020,Mall of Istanbul
I246114,C266394,Female,49,Toys,5,179.2,Credit Card,15-Dec-19,December,2019,Metropol AVM
I216889,C122371,Male,57,Clothing,2,600.16,Credit Card,6-Dec-20,December,2020,Mall of Istanbul
I137065,C736428,Female,46,Food & Beverage,4,20.92,Cash,6-Dec-21,December,2021,Mall of Istanbul
I284262,C127339,Male,29,Food & Beverage,3,15.69,Cash,11-Jul-20,July,2020,Kanyon
I154122,C164662,Female,69,Cosmetics,1,40.66,Debit Card,28-Jun-21,June,2021,Metrocity
I950429,C248884,Female,42,Cosmetics,2,81.32,Debit Card,5-Apr-22,April,2022,Kanyon
I499170,C100684,Female,38,Toys,1,35.84,Credit Card,24-Mar-22,March,2022,Kanyon
I253083,C240688,Female,46,Clothing,2,600.16,Debit Card,8-Feb-20,February,2020,Metrocity
I508173,C246364,Male,31,Cosmetics,3,121.98,Debit Card,11-Feb-22,February,2022,Metropol AVM
I763131,C195413,Male,26,Clothing,5,1500.4,Cash,2-Jul-20,July,2020,Mall of Istanbul
I149766,C197308,Female,48,Cosmetics,3,121.98,Cash,25-Jul-22,July,2022,Mall of Istanbul
I702817,C264767,Male,30,Books,5,75.75,Credit Card,19-Mar-21,March,2021,Kanyon
I208491,C299172,Male,56,Clothing,1,300.08,Cash,11-May-20,May,2020,Kanyon
I337030,C994327,Male,65,Food & Beverage,2,10.46,Cash,8-Jun-19,June,2019,Metrocity
I312041,C337644,Female,53,Clothing,2,600.16,Credit Card,8-Jun-19,June,2019,Mall of Istanbul
I150629,C175449,Female,43,Clothing,3,900.24,Cash,8-Jun-19,June,2019,Kanyon
I197620,C249092,Male,26,Food & Beverage,2,10.46,Cash,9-Oct-19,October,2019,Metrocity
I730771,C432132,Male,23,Clothing,5,1500.4,Debit Card,20-Feb-21,February,2021,Metrocity
I873382,C289802,Female,54,Shoes,4,2400.68,Credit Card,21-Nov-19,November,2019,Metrocity
I637675,C194330,Male,56,Clothing,4,1200.32,Cash,10-Oct-21,October,2021,Kanyon
I153278,C127945,Female,37,Toys,2,71.68,Cash,5-Aug-21,August,2021,Mall of Istanbul
I842493,C202057,Male,48,Clothing,3,900.24,Debit Card,31-Jul-20,July,2020,Mall of Istanbul
I156991,C315209,Male,56,Food & Beverage,2,10.46,Debit Card,19-Sep-20,September,2020,Emaar Square Mall
I722730,C323605,Female,58,Souvenir,2,23.46,Cash,3-May-20,May,2020,Kanyon
I299533,C282395,Female,40,Food & Beverage,3,15.69,Credit Card,8-Jul-19,July,2019,Kanyon
I187160,C109491,Female,38,Shoes,5,3000.85,Debit Card,26-Oct-19,October,2019,Kanyon
I101832,C261194,Female,40,Cosmetics,3,121.98,Credit Card,27-Sep-20,September,2020,Kanyon
I943403,C232330,Male,64,Toys,1,35.84,Cash,28-Feb-22,February,2022,Mall of Istanbul
I454983,C737782,Male,28,Souvenir,5,58.65,Debit Card,16-Sep-20,September,2020,Mall of Istanbul
I338302,C123201,Male,49,Cosmetics,4,162.64,Debit Card,28-Oct-20,October,2020,Viaport Outlet
I328822,C230641,Male,51,Food & Beverage,3,15.69,Cash,2-Sep-19,September,2019,Metrocity
I168181,C805154,Male,22,Clothing,3,900.24,Credit Card,30-Aug-21,August,2021,Metrocity
I108543,C330021,Female,67,Clothing,5,1500.4,Debit Card,4-Jun-21,June,2021,Viaport Outlet
I120615,C107668,Female,22,Toys,2,71.68,Credit Card,24-Nov-20,November,2020,Istinye Park
I248840,C209722,Female,26,Clothing,3,900.24,Cash,21-Jun-20,June,2020,Mall of Istanbul
I283774,C210614,Female,42,Toys,1,35.84,Debit Card,13-Jul-20,July,2020,Istinye Park
I212305,C212378,Female,45,Books,1,15.15,Credit Card,2-Jan-19,January,2019,Emaar Square Mall
I111228,C313586,Female,43,Clothing,1,300.08,Credit Card,2-Jan-19,January,2019,Kanyon
I230558,C292604,Female,35,Cosmetics,2,81.32,Debit Card,2-Jan-19,January,2019,Kanyon
I130124,C216257,Male,49,Clothing,3,900.24,Credit Card,2-Jan-19,January,2019,Viaport Outlet
I221797,C272779,Female,49,Food & Beverage,3,15.69,Cash,17-Feb-22,February,2022,Metrocity
I154490,C100507,Male,33,Clothing,5,1500.4,Cash,19-Dec-20,December,2020,Mall of Istanbul
I159376,C190072,Female,65,Food & Beverage,2,10.46,Cash,20-Feb-19,February,2019,Metropol AVM
I214545,C111827,Male,40,Souvenir,4,46.92,Cash,14-Jan-21,January,2021,Metropol AVM
I213589,C203955,Male,68,Technology,2,2100,Cash,16-Nov-19,November,2019,Viaport Outlet
I101148,C680169,Female,26,Cosmetics,4,162.64,Cash,4-Dec-19,December,2019,Cevahir AVM
I186663,C281091,Male,38,Toys,1,35.84,Debit Card,31-Jul-20,July,2020,Kanyon
I291062,C209122,Female,56,Cosmetics,4,162.64,Credit Card,11-Mar-19,March,2019,Kanyon
I103389,C231964,Male,19,Cosmetics,1,40.66,Cash,10-May-22,May,2022,Kanyon
I140596,C291641,Female,18,Cosmetics,2,81.32,Cash,25-Dec-21,December,2021,Metrocity
I115322,C315386,Male,55,Food & Beverage,1,5.23,Credit Card,22-Apr-22,April,2022,Forum Istanbul
